commit	metric	n_trades	mc_p	status	description
baseline	0.9016	17	0.2804	keep	baseline ADR 0054 LOCKED (lookback=20, exit=10, atr=2.0)
P5v5_ema_crossover_g7	-999.0000	-21.5918	7	-7.30	ok	v5 15M ema_crossover grid #7 (atr_period=120_atr_stop_mult=3.0_ema_fast=48_ema_slow=104)
P5v5_ema_crossover_g8	-999.0000	-24.5462	7	-8.44	ok	v5 15M ema_crossover grid #8 (atr_period=120_atr_stop_mult=4.0_ema_fast=48_ema_slow=104)
P5v5_ema_crossover_g9	-999.0000	-21.7767	2	-1.49	ok	v5 15M ema_crossover grid #9 (atr_period=120_atr_stop_mult=1.5_ema_fast=80_ema_slow=200)
P5v5_ema_crossover_g10	-999.0000	-22.3125	2	-1.83	ok	v5 15M ema_crossover grid #10 (atr_period=120_atr_stop_mult=2.0_ema_fast=80_ema_slow=200)
P5v5_ema_crossover_g11	-999.0000	14.7102	2	6.03	ok	v5 15M ema_crossover grid #11 (atr_period=120_atr_stop_mult=3.0_ema_fast=80_ema_slow=200)
P5v5_ema_crossover_g12	-999.0000	14.7102	2	5.62	ok	v5 15M ema_crossover grid #12 (atr_period=120_atr_stop_mult=4.0_ema_fast=80_ema_slow=200)
P5v5_ema_crossover_g13	-999.0000	-11.6482	5	-3.23	ok	v5 15M ema_crossover grid #13 (atr_period=120_atr_stop_mult=1.5_ema_fast=40_ema_slow=160)
P5v5_ema_crossover_g14	-999.0000	-11.8667	5	-3.88	ok	v5 15M ema_crossover grid #14 (atr_period=120_atr_stop_mult=2.0_ema_fast=40_ema_slow=160)
P5v5_ema_crossover_g15	-999.0000	-11.9236	5	-5.20	ok	v5 15M ema_crossover grid #15 (atr_period=120_atr_stop_mult=3.0_ema_fast=40_ema_slow=160)
P5v5_ema_crossover_g16	-999.0000	-14.1118	5	-6.16	ok	v5 15M ema_crossover grid #16 (atr_period=120_atr_stop_mult=4.0_ema_fast=40_ema_slow=160)
P5v5_ema_crossover_g17	-999.0000	-3.3497	2	-1.43	ok	v5 15M ema_crossover grid #17 (atr_period=120_atr_stop_mult=1.5_ema_fast=60_ema_slow=240)
P5v5_ema_crossover_g18	-999.0000	-3.3497	2	-1.74	ok	v5 15M ema_crossover grid #18 (atr_period=120_atr_stop_mult=2.0_ema_fast=60_ema_slow=240)
P5v5_ema_crossover_g19	-999.0000	-3.3497	2	-2.36	ok	v5 15M ema_crossover grid #19 (atr_period=120_atr_stop_mult=3.0_ema_fast=60_ema_slow=240)
P5v5_ema_crossover_g20	-999.0000	-3.3497	2	-2.98	ok	v5 15M ema_crossover grid #20 (atr_period=120_atr_stop_mult=4.0_ema_fast=60_ema_slow=240)
P5v5_ema_crossover_g21	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #21 (atr_period=120_atr_stop_mult=1.5_ema_fast=80_ema_slow=400)
P5v5_ema_crossover_g22	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #22 (atr_period=120_atr_stop_mult=2.0_ema_fast=80_ema_slow=400)
P5v5_ema_crossover_g23	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #23 (atr_period=120_atr_stop_mult=3.0_ema_fast=80_ema_slow=400)
P5v5_ema_crossover_g24	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #24 (atr_period=120_atr_stop_mult=4.0_ema_fast=80_ema_slow=400)
P5v5_ema_crossover_g25	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #25 (atr_period=120_atr_stop_mult=1.5_ema_fast=120_ema_slow=400)
P5v5_ema_crossover_g26	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #26 (atr_period=120_atr_stop_mult=2.0_ema_fast=120_ema_slow=400)
P5v5_ema_crossover_g27	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #27 (atr_period=120_atr_stop_mult=3.0_ema_fast=120_ema_slow=400)
P5v5_ema_crossover_g28	-999.0000	0.0000	0	0.00	ok	v5 15M ema_crossover grid #28 (atr_period=120_atr_stop_mult=4.0_ema_fast=120_ema_slow=400)
P5v5_ema_crossover_r1	-999.0000	-28.5136	7	-4.68	ok	v5 15M ema_crossover random #1 (atr_period=108_atr_stop_mult=1.6267_ema_fast=30_ema_slow=118)
P5v5_ema_crossover_r2	-999.0000	-24.3052	7	-4.28	ok	v5 15M ema_crossover random #2 (atr_period=79_atr_stop_mult=1.3667_ema_fast=42_ema_slow=85)
P5v5_ema_crossover_r3	-999.0000	-15.0718	8	-4.12	ok	v5 15M ema_crossover random #3 (atr_period=165_atr_stop_mult=0.9434_ema_fast=20_ema_slow=113)
P5v5_ema_crossover_r4	-999.0000	-31.8753	10	-4.95	ok	v5 15M ema_crossover random #4 (atr_period=66_atr_stop_mult=0.9496_ema_fast=44_ema_slow=58)
P5v5_ema_crossover_r5	-999.0000	-21.8851	7	-5.69	ok	v5 15M ema_crossover random #5 (atr_period=92_atr_stop_mult=2.1353_ema_fast=45_ema_slow=101)
P5v5_ema_crossover_r6	-999.0000	-26.6181	12	-6.69	ok	v5 15M ema_crossover random #6 (atr_period=63_atr_stop_mult=1.4587_ema_fast=36_ema_slow=52)
P5v5_ema_crossover_r7	-999.0000	-19.0908	8	-5.22	ok	v5 15M ema_crossover random #7 (atr_period=130_atr_stop_mult=1.4246_ema_fast=21_ema_slow=115)
P5v5_ema_crossover_r8	-999.0000	-28.8358	8	-4.28	ok	v5 15M ema_crossover random #8 (atr_period=159_atr_stop_mult=1.0356_ema_fast=42_ema_slow=63)
P5v5_ema_crossover_r9	-999.0000	-36.2652	11	-7.17	ok	v5 15M ema_crossover random #9 (atr_period=128_atr_stop_mult=2.3474_ema_fast=28_ema_slow=55)
P5v5_ema_crossover_r10	-999.0000	-24.6528	8	-5.11	ok	v5 15M ema_crossover random #10 (atr_period=92_atr_stop_mult=1.5143_ema_fast=36_ema_slow=98)
P5v5_ema_crossover_r11	-999.0000	-11.0314	7	-4.93	ok	v5 15M ema_crossover random #11 (atr_period=141_atr_stop_mult=1.6111_ema_fast=43_ema_slow=123)
P5v5_ema_crossover_r12	-999.0000	-26.0369	7	-4.08	ok	v5 15M ema_crossover random #12 (atr_period=61_atr_stop_mult=1.2786_ema_fast=36_ema_slow=92)
P5v5_ema_crossover_r13	-999.0000	-24.6046	8	-6.34	ok	v5 15M ema_crossover random #13 (atr_period=93_atr_stop_mult=2.2432_ema_fast=38_ema_slow=101)
P5v5_ema_crossover_r14	-999.0000	-21.4766	9	-4.20	ok	v5 15M ema_crossover random #14 (atr_period=96_atr_stop_mult=1.681_ema_fast=30_ema_slow=60)
P5v5_ema_crossover_r15	-999.0000	-34.9380	10	-8.01	ok	v5 15M ema_crossover random #15 (atr_period=179_atr_stop_mult=2.3497_ema_fast=34_ema_slow=42)
P5v5_ema_crossover_r16	-999.0000	-33.0034	7	-4.46	ok	v5 15M ema_crossover random #16 (atr_period=93_atr_stop_mult=1.9266_ema_fast=33_ema_slow=91)
P5v5_ema_crossover_r17	-999.0000	-34.9892	10	-7.18	ok	v5 15M ema_crossover random #17 (atr_period=136_atr_stop_mult=2.1922_ema_fast=18_ema_slow=125)
P5v5_ema_crossover_r18	-999.0000	-13.9762	6	-3.50	ok	v5 15M ema_crossover random #18 (atr_period=138_atr_stop_mult=1.1825_ema_fast=36_ema_slow=121)
P5v5_ema_crossover_r19	-999.0000	-15.2781	5	-3.71	ok	v5 15M ema_crossover random #19 (atr_period=156_atr_stop_mult=1.8_ema_fast=44_ema_slow=109)
P5v5_ema_crossover_r20	-999.0000	-28.1691	8	-6.66	ok	v5 15M ema_crossover random #20 (atr_period=138_atr_stop_mult=2.3962_ema_fast=37_ema_slow=102)
P5v5_ema_crossover_r21	-999.0000	-30.7143	6	-4.37	ok	v5 15M ema_crossover random #21 (atr_period=148_atr_stop_mult=1.7745_ema_fast=45_ema_slow=75)
P5v5_ema_crossover_r22	-999.0000	-31.6074	7	-4.41	ok	v5 15M ema_crossover random #22 (atr_period=142_atr_stop_mult=1.8575_ema_fast=26_ema_slow=101)
P5v5_ema_crossover_r23	-999.0000	-22.4014	8	-6.21	ok	v5 15M ema_crossover random #23 (atr_period=120_atr_stop_mult=2.1681_ema_fast=45_ema_slow=98)
P5v5_ema_crossover_r24	-999.0000	-25.9035	9	-5.16	ok	v5 15M ema_crossover random #24 (atr_period=148_atr_stop_mult=1.9878_ema_fast=25_ema_slow=81)
P5v5_ema_crossover_r25	-999.0000	-8.2801	7	-4.19	ok	v5 15M ema_crossover random #25 (atr_period=138_atr_stop_mult=1.2334_ema_fast=46_ema_slow=117)
P5v5_ema_crossover_r26	-999.0000	-30.7656	7	-4.35	ok	v5 15M ema_crossover random #26 (atr_period=154_atr_stop_mult=1.397_ema_fast=39_ema_slow=67)
P5v5_ema_crossover_r27	-999.0000	-16.2096	7	-3.57	ok	v5 15M ema_crossover random #27 (atr_period=74_atr_stop_mult=0.9805_ema_fast=34_ema_slow=80)
P5v5_ema_crossover_r28	-999.0000	-31.4668	10	-5.29	ok	v5 15M ema_crossover random #28 (atr_period=74_atr_stop_mult=1.921_ema_fast=31_ema_slow=58)
P5v5_ema_crossover_r29	-999.0000	-33.6193	7	-5.84	ok	v5 15M ema_crossover random #29 (atr_period=78_atr_stop_mult=2.3885_ema_fast=29_ema_slow=115)
P5v5_ema_crossover_r30	-999.0000	-28.7560	6	-3.47	ok	v5 15M ema_crossover random #30 (atr_period=168_atr_stop_mult=1.5864_ema_fast=29_ema_slow=89)
P5v5_ema_crossover_r31	-999.0000	-25.1132	10	-5.54	ok	v5 15M ema_crossover random #31 (atr_period=69_atr_stop_mult=1.3989_ema_fast=43_ema_slow=57)
P5v5_ema_crossover_r32	-999.0000	-22.2850	15	-7.10	ok	v5 15M ema_crossover random #32 (atr_period=114_atr_stop_mult=1.2141_ema_fast=26_ema_slow=46)
P5v5_ema_crossover_r33	-999.0000	-33.9821	9	-4.56	ok	v5 15M ema_crossover random #33 (atr_period=154_atr_stop_mult=2.0696_ema_fast=34_ema_slow=55)
P5v5_ema_crossover_r34	-999.0000	-35.7880	7	-6.23	ok	v5 15M ema_crossover random #34 (atr_period=108_atr_stop_mult=2.348_ema_fast=35_ema_slow=95)
P5v5_ema_crossover_r35	-999.0000	-27.5460	12	-6.86	ok	v5 15M ema_crossover random #35 (atr_period=147_atr_stop_mult=2.3251_ema_fast=16_ema_slow=86)
P5v5_ema_crossover_r36	-999.0000	-23.0873	7	-3.40	ok	v5 15M ema_crossover random #36 (atr_period=62_atr_stop_mult=0.9062_ema_fast=40_ema_slow=86)
P5v5_ema_crossover_r37	-999.0000	-16.2787	8	-4.12	ok	v5 15M ema_crossover random #37 (atr_period=97_atr_stop_mult=1.0541_ema_fast=23_ema_slow=115)
P5v5_ema_crossover_r38	-999.0000	-19.4305	8	-4.98	ok	v5 15M ema_crossover random #38 (atr_period=95_atr_stop_mult=1.3362_ema_fast=21_ema_slow=111)
P5v5_ema_crossover_r39	-999.0000	-29.9446	8	-5.90	ok	v5 15M ema_crossover random #39 (atr_period=76_atr_stop_mult=2.3942_ema_fast=29_ema_slow=99)
P5v5_ema_crossover_r40	-999.0000	-28.1626	10	-6.14	ok	v5 15M ema_crossover random #40 (atr_period=173_atr_stop_mult=2.2773_ema_fast=27_ema_slow=57)
P5v5_ema_crossover_r41	-999.0000	-16.1222	11	-5.39	ok	v5 15M ema_crossover random #41 (atr_period=178_atr_stop_mult=1.2168_ema_fast=16_ema_slow=60)
P5v5_ema_crossover_r42	-999.0000	-28.7898	10	-5.08	ok	v5 15M ema_crossover random #42 (atr_period=103_atr_stop_mult=1.8758_ema_fast=34_ema_slow=56)
P5v5_ema_crossover_r43	-999.0000	-40.1101	6	-3.82	ok	v5 15M ema_crossover random #43 (atr_period=152_atr_stop_mult=1.8347_ema_fast=28_ema_slow=95)
P5v5_ema_crossover_r44	-999.0000	-24.6587	8	-5.88	ok	v5 15M ema_crossover random #44 (atr_period=62_atr_stop_mult=1.9346_ema_fast=37_ema_slow=96)
P5v5_ema_crossover_r45	-999.0000	-26.8809	11	-6.54	ok	v5 15M ema_crossover random #45 (atr_period=90_atr_stop_mult=1.9528_ema_fast=30_ema_slow=52)
P5v5_ema_crossover_r46	-999.0000	-31.4940	7	-5.32	ok	v5 15M ema_crossover random #46 (atr_period=96_atr_stop_mult=1.8925_ema_fast=38_ema_slow=94)
P5v5_ema_crossover_r47	-999.0000	-19.8886	9	-7.04	ok	v5 15M ema_crossover random #47 (atr_period=110_atr_stop_mult=2.2479_ema_fast=35_ema_slow=100)
P5v5_ema_crossover_r48	-999.0000	-34.8628	7	-4.59	ok	v5 15M ema_crossover random #48 (atr_period=119_atr_stop_mult=1.8135_ema_fast=25_ema_slow=107)
P5v5_ema_crossover_r49	-999.0000	-11.5064	7	-4.74	ok	v5 15M ema_crossover random #49 (atr_period=102_atr_stop_mult=1.5146_ema_fast=42_ema_slow=123)
P5v5_ema_crossover_r50	-999.0000	-26.0766	13	-7.49	ok	v5 15M ema_crossover random #50 (atr_period=84_atr_stop_mult=2.2997_ema_fast=17_ema_slow=83)
P5v5_ema_crossover_r51	-999.0000	-31.8101	17	-7.63	ok	v5 15M ema_crossover random #51 (atr_period=70_atr_stop_mult=1.0656_ema_fast=23_ema_slow=43)
P5v5_ema_crossover_r52	-999.0000	-30.5808	15	-6.90	ok	v5 15M ema_crossover random #52 (atr_period=121_atr_stop_mult=1.9853_ema_fast=20_ema_slow=49)
P5v5_ema_crossover_r53	-999.0000	-23.2419	8	-6.56	ok	v5 15M ema_crossover random #53 (atr_period=114_atr_stop_mult=2.3659_ema_fast=44_ema_slow=96)
P5v5_ema_crossover_r54	-999.0000	-15.5600	12	-6.11	ok	v5 15M ema_crossover random #54 (atr_period=80_atr_stop_mult=0.9592_ema_fast=30_ema_slow=50)
P5v5_ema_crossover_r55	-999.0000	-16.7586	8	-4.25	ok	v5 15M ema_crossover random #55 (atr_period=111_atr_stop_mult=1.0739_ema_fast=27_ema_slow=98)
P5v5_ema_crossover_r56	-999.0000	-21.3770	15	-5.37	ok	v5 15M ema_crossover random #56 (atr_period=137_atr_stop_mult=1.393_ema_fast=16_ema_slow=53)
P5v5_ema_crossover_r57	-999.0000	-29.8229	7	-4.45	ok	v5 15M ema_crossover random #57 (atr_period=147_atr_stop_mult=1.4589_ema_fast=46_ema_slow=64)
P5v5_ema_crossover_r58	-999.0000	-27.8174	9	-5.32	ok	v5 15M ema_crossover random #58 (atr_period=175_atr_stop_mult=1.3077_ema_fast=21_ema_slow=75)
P5v5_ema_crossover_r59	-999.0000	-37.2625	7	-6.02	ok	v5 15M ema_crossover random #59 (atr_period=110_atr_stop_mult=2.2292_ema_fast=38_ema_slow=82)
P5v5_ema_crossover_r60	-999.0000	-24.3903	10	-7.09	ok	v5 15M ema_crossover random #60 (atr_period=67_atr_stop_mult=2.3137_ema_fast=19_ema_slow=100)
P5v5_ema_crossover_r61	-999.0000	-33.2968	9	-5.81	ok	v5 15M ema_crossover random #61 (atr_period=117_atr_stop_mult=1.7534_ema_fast=19_ema_slow=118)
P5v5_ema_crossover_r62	-999.0000	-23.0291	12	-5.93	ok	v5 15M ema_crossover random #62 (atr_period=103_atr_stop_mult=0.9432_ema_fast=21_ema_slow=73)
P5v5_ema_crossover_r63	-999.0000	-28.9312	6	-3.44	ok	v5 15M ema_crossover random #63 (atr_period=166_atr_stop_mult=1.561_ema_fast=31_ema_slow=83)
P5v5_ema_crossover_r64	-999.0000	-21.6824	10	-5.16	ok	v5 15M ema_crossover random #64 (atr_period=144_atr_stop_mult=1.9169_ema_fast=24_ema_slow=68)
P5v5_ema_crossover_r65	-999.0000	-17.8295	7	-4.86	ok	v5 15M ema_crossover random #65 (atr_period=100_atr_stop_mult=1.6847_ema_fast=47_ema_slow=98)
P5v5_ema_crossover_r66	-999.0000	-27.8828	8	-5.01	ok	v5 15M ema_crossover random #66 (atr_period=117_atr_stop_mult=1.8956_ema_fast=29_ema_slow=103)
P5v5_ema_crossover_r67	-999.0000	-24.6074	7	-4.37	ok	v5 15M ema_crossover random #67 (atr_period=167_atr_stop_mult=1.8194_ema_fast=20_ema_slow=111)
P5v5_ema_crossover_r68	-999.0000	-33.8310	9	-4.72	ok	v5 15M ema_crossover random #68 (atr_period=161_atr_stop_mult=2.1778_ema_fast=36_ema_slow=55)
P5v5_ema_crossover_r69	-999.0000	-26.8186	13	-7.59	ok	v5 15M ema_crossover random #69 (atr_period=88_atr_stop_mult=2.3552_ema_fast=18_ema_slow=83)
P5v5_ema_crossover_r70	-999.0000	-40.3576	7	-5.10	ok	v5 15M ema_crossover random #70 (atr_period=105_atr_stop_mult=2.1257_ema_fast=32_ema_slow=88)
P5v5_ema_crossover_HELDOUT_SKIP	0.0000	0.0000	0	0.00	skipped_train_fail	v5 15M ema_crossover held-out skipped
P5v5_price_channel_with_atr_g1	-999.0000	-18.6835	6	3.27	ok	v5 15M price_channel_with_atr grid #1 (atr_pct_max=0.05_atr_pct_min=0.001_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=40_lookback_n=80)
P5v5_price_channel_with_atr_g2	-999.0000	-24.0994	3	-2.70	ok	v5 15M price_channel_with_atr grid #2 (atr_pct_max=0.05_atr_pct_min=0.003_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=40_lookback_n=80)
P5v5_price_channel_with_atr_g3	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #3 (atr_pct_max=0.05_atr_pct_min=0.005_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=40_lookback_n=80)
P5v5_price_channel_with_atr_g4	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #4 (atr_pct_max=0.05_atr_pct_min=0.01_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=40_lookback_n=80)
P5v5_price_channel_with_atr_g5	-999.0000	-0.5880	4	4.69	ok	v5 15M price_channel_with_atr grid #5 (atr_pct_max=0.05_atr_pct_min=0.001_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=80_lookback_n=160)
P5v5_price_channel_with_atr_g6	-999.0000	-6.6654	3	-2.74	ok	v5 15M price_channel_with_atr grid #6 (atr_pct_max=0.05_atr_pct_min=0.003_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=80_lookback_n=160)
P5v5_price_channel_with_atr_g7	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #7 (atr_pct_max=0.05_atr_pct_min=0.005_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=80_lookback_n=160)
P5v5_price_channel_with_atr_g8	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #8 (atr_pct_max=0.05_atr_pct_min=0.01_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=80_lookback_n=160)
P5v5_price_channel_with_atr_g9	-999.0000	-2.7952	4	3.13	ok	v5 15M price_channel_with_atr grid #9 (atr_pct_max=0.05_atr_pct_min=0.001_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=120_lookback_n=240)
P5v5_price_channel_with_atr_g10	-999.0000	-6.6654	3	-2.74	ok	v5 15M price_channel_with_atr grid #10 (atr_pct_max=0.05_atr_pct_min=0.003_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=120_lookback_n=240)
P5v5_price_channel_with_atr_g11	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #11 (atr_pct_max=0.05_atr_pct_min=0.005_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=120_lookback_n=240)
P5v5_price_channel_with_atr_g12	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #12 (atr_pct_max=0.05_atr_pct_min=0.01_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=120_lookback_n=240)
P5v5_price_channel_with_atr_g13	-999.0000	-3.3055	2	-1.79	ok	v5 15M price_channel_with_atr grid #13 (atr_pct_max=0.05_atr_pct_min=0.001_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=200_lookback_n=400)
P5v5_price_channel_with_atr_g14	-999.0000	-3.3055	2	-1.79	ok	v5 15M price_channel_with_atr grid #14 (atr_pct_max=0.05_atr_pct_min=0.003_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=200_lookback_n=400)
P5v5_price_channel_with_atr_g15	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #15 (atr_pct_max=0.05_atr_pct_min=0.005_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=200_lookback_n=400)
P5v5_price_channel_with_atr_g16	-999.0000	0.0000	0	0.00	ok	v5 15M price_channel_with_atr grid #16 (atr_pct_max=0.05_atr_pct_min=0.01_atr_period=120_atr_stop_mult=2.0_exit_lookback_n=200_lookback_n=400)
P5v5_price_channel_with_atr_r1	-999.0000	10.8557	6	6.15	ok	v5 15M price_channel_with_atr random #1 (atr_pct_max=0.0728_atr_pct_min=0.001_atr_period=113_atr_stop_mult=1.4374_exit_lookback_n=52_lookback_n=76)
P5v5_price_channel_with_atr_r2	-999.0000	-2.0926	6	3.34	ok	v5 15M price_channel_with_atr random #2 (atr_pct_max=0.0318_atr_pct_min=0.001_atr_period=125_atr_stop_mult=2.8518_exit_lookback_n=20_lookback_n=99)
P5v5_price_channel_with_atr_r3	-999.0000	-4.3303	6	2.11	ok	v5 15M price_channel_with_atr random #3 (atr_pct_max=0.0528_atr_pct_min=0.0013_atr_period=100_atr_stop_mult=2.8506_exit_lookback_n=42_lookback_n=111)
P5v5_price_channel_with_atr_r4	-999.0000	3.3508	5	4.11	ok	v5 15M price_channel_with_atr random #4 (atr_pct_max=0.06_atr_pct_min=0.0014_atr_period=145_atr_stop_mult=1.9266_exit_lookback_n=33_lookback_n=107)
P5v5_price_channel_with_atr_r5	-999.0000	-6.5826	9	3.31	ok	v5 15M price_channel_with_atr random #5 (atr_pct_max=0.0471_atr_pct_min=0.0008_atr_period=159_atr_stop_mult=3.1289_exit_lookback_n=48_lookback_n=49)
P5v5_price_channel_with_atr_r6	-999.0000	19.9425	6	3.83	ok	v5 15M price_channel_with_atr random #6 (atr_pct_max=0.0748_atr_pct_min=0.0007_atr_period=119_atr_stop_mult=2.8437_exit_lookback_n=34_lookback_n=83)
P5v5_price_channel_with_atr_r7	-999.0000	6.4837	12	1.31	ok	v5 15M price_channel_with_atr random #7 (atr_pct_max=0.0765_atr_pct_min=0.0008_atr_period=107_atr_stop_mult=2.1141_exit_lookback_n=44_lookback_n=48)
P5v5_price_channel_with_atr_r8	-999.0000	6.0024	5	4.71	ok	v5 15M price_channel_with_atr random #8 (atr_pct_max=0.0763_atr_pct_min=0.001_atr_period=160_atr_stop_mult=2.3776_exit_lookback_n=24_lookback_n=97)
P5v5_price_channel_with_atr_r9	-999.0000	4.5344	8	3.29	ok	v5 15M price_channel_with_atr random #9 (atr_pct_max=0.0782_atr_pct_min=0.0011_atr_period=60_atr_stop_mult=2.6724_exit_lookback_n=43_lookback_n=76)
P5v5_price_channel_with_atr_r10	-999.0000	-1.0267	6	2.72	ok	v5 15M price_channel_with_atr random #10 (atr_pct_max=0.0761_atr_pct_min=0.0011_atr_period=81_atr_stop_mult=2.3571_exit_lookback_n=39_lookback_n=107)
P5v5_price_channel_with_atr_r11	-999.0000	-2.7356	9	4.04	ok	v5 15M price_channel_with_atr random #11 (atr_pct_max=0.0461_atr_pct_min=0.0012_atr_period=165_atr_stop_mult=2.0373_exit_lookback_n=46_lookback_n=48)
P5v5_price_channel_with_atr_r12	-999.0000	-19.9239	10	1.09	ok	v5 15M price_channel_with_atr random #12 (atr_pct_max=0.0526_atr_pct_min=0.0016_atr_period=76_atr_stop_mult=2.0255_exit_lookback_n=58_lookback_n=61)
P5v5_price_channel_with_atr_r13	-999.0000	2.4610	6	3.72	ok	v5 15M price_channel_with_atr random #13 (atr_pct_max=0.0668_atr_pct_min=0.0009_atr_period=126_atr_stop_mult=1.6347_exit_lookback_n=41_lookback_n=107)
P5v5_price_channel_with_atr_r14	-999.0000	1.0362	4	4.34	ok	v5 15M price_channel_with_atr random #14 (atr_pct_max=0.0636_atr_pct_min=0.0009_atr_period=177_atr_stop_mult=2.5002_exit_lookback_n=31_lookback_n=89)
P5v5_price_channel_with_atr_r15	-999.0000	-15.9020	7	2.31	ok	v5 15M price_channel_with_atr random #15 (atr_pct_max=0.0358_atr_pct_min=0.0009_atr_period=102_atr_stop_mult=2.1607_exit_lookback_n=47_lookback_n=80)
P5v5_price_channel_with_atr_r16	-999.0000	4.5133	6	4.24	ok	v5 15M price_channel_with_atr random #16 (atr_pct_max=0.0739_atr_pct_min=0.0011_atr_period=110_atr_stop_mult=1.2255_exit_lookback_n=55_lookback_n=93)
P5v5_price_channel_with_atr_r17	1.6369	1.4073	11	6.55	ok	v5 15M price_channel_with_atr random #17 (atr_pct_max=0.04_atr_pct_min=0.0013_atr_period=150_atr_stop_mult=1.5219_exit_lookback_n=25_lookback_n=42)
P5v5_price_channel_with_atr_r18	-999.0000	2.0286	7	3.10	ok	v5 15M price_channel_with_atr random #18 (atr_pct_max=0.0692_atr_pct_min=0.0007_atr_period=84_atr_stop_mult=2.2823_exit_lookback_n=25_lookback_n=94)
P5v5_price_channel_with_atr_r19	-999.0000	5.5351	5	4.50	ok	v5 15M price_channel_with_atr random #19 (atr_pct_max=0.067_atr_pct_min=0.0015_atr_period=163_atr_stop_mult=2.6848_exit_lookback_n=24_lookback_n=105)
P5v5_price_channel_with_atr_r20	-999.0000	-26.8796	9	2.20	ok	v5 15M price_channel_with_atr random #20 (atr_pct_max=0.0444_atr_pct_min=0.0014_atr_period=139_atr_stop_mult=3.053_exit_lookback_n=51_lookback_n=59)
P5v5_price_channel_with_atr_r21	-999.0000	-15.4800	9	2.33	ok	v5 15M price_channel_with_atr random #21 (atr_pct_max=0.0783_atr_pct_min=0.0013_atr_period=66_atr_stop_mult=2.6873_exit_lookback_n=51_lookback_n=73)
P5v5_price_channel_with_atr_r22	-999.0000	4.1022	5	3.43	ok	v5 15M price_channel_with_atr random #22 (atr_pct_max=0.0715_atr_pct_min=0.0015_atr_period=169_atr_stop_mult=2.6093_exit_lookback_n=51_lookback_n=89)
P5v5_price_channel_with_atr_r23	-999.0000	6.4675	5	4.26	ok	v5 15M price_channel_with_atr random #23 (atr_pct_max=0.0688_atr_pct_min=0.0012_atr_period=175_atr_stop_mult=1.7884_exit_lookback_n=41_lookback_n=100)
P5v5_price_channel_with_atr_r24	-999.0000	5.3889	5	5.68	ok	v5 15M price_channel_with_atr random #24 (atr_pct_max=0.0668_atr_pct_min=0.0016_atr_period=74_atr_stop_mult=1.2813_exit_lookback_n=22_lookback_n=118)
